Generation (G),Age of Colony (t),No. of alates (A),No. of helpers,No. of not helper,Age to dispersal (tau),No. of eggs (F),No. of dead offsprings,Imprinting level (I),The maximum reproductive capacity (K),Available resource (R),Peak available resource,Surplus resouce,Peak surplus resouce (delta_R),No. of alates in previous generation,Fitness of colony (W),0-year-old,1-year-old,2-year-old,3-year-old,4-year-old,5-year-old,6-year-old,7-year-old,8-year-old,9-year-old,10-year-old,11-year-old,12-year-old
123,3,0,10,10,4,11,0,3.0,142,237,237,127,127,0,0,11,10,10,,,,,,,,,,,
123,4,0,20,11,4,26,0,3.0,142,537,537,277,277,0,0,26,11,10,10,,,,,,,,,,
123,5,0,31,26,4,43,0,3.0,142,878,878,448,448,0,0,43,26,11,10,10,,,,,,,,,
123,6,0,57,43,4,78,0,3.0,142,1564,1564,784,784,0,0,78,43,26,11,10,10,,,,,,,,
123,7,0,100,78,4,135,0,3.0,142,2712,2712,1362,1362,10,0,135,78,43,26,11,10,10,,,,,,,
123,8,21,157,135,4,142,0,3.0,142,3259,3259,1839,1839,21,17,142,135,78,43,26,0,0,10,,,,,,
123,9,26,266,142,4,142,0,3.0,142,5097,5097,3677,3677,47,43,142,142,135,78,43,0,0,0,10,,,,,
123,10,43,365,142,4,142,0,3.0,142,8014,8014,6594,6594,90,86,142,142,142,135,78,0,0,0,0,10,,,,
123,11,78,429,142,4,142,0,3.0,142,10148,10148,8728,8728,168,164,142,142,142,142,135,0,0,0,0,0,10,,,
123,12,135,436,142,4,142,0,3.0,142,10384,10384,8964,8964,273,299,142,142,142,142,142,0,0,0,0,0,0,10,,
123,13,142,436,142,4,142,0,3.0,142,10384,10384,8964,8964,414,441,142,142,142,142,142,0,0,0,0,0,0,0,10,
124,1,0,0,0,15,10,0,15.0,143,200,200,100,100,0,0,10,,,,,,,,,,,,,
124,2,0,0,10,5,10,0,5.0,143,200,200,100,100,0,0,10,10,,,,,,,,,,,,
124,3,0,10,10,4,11,0,3.0,143,237,237,127,127,0,0,11,10,10,,,,,,,,,,,
124,4,0,20,11,4,26,0,3.0,143,537,537,277,277,0,0,26,11,10,10,,,,,,,,,,
124,5,0,31,26,4,43,0,3.0,143,878,878,448,448,0,0,43,26,11,10,10,,,,,,,,,
124,6,0,57,43,4,78,0,3.0,143,1564,1564,784,784,0,0,78,43,26,11,10,10,,,,,,,,
124,7,0,100,78,4,135,0,3.0,143,2712,2712,1362,1362,0,0,135,78,43,26,11,10,10,,,,,,,
124,8,21,157,135,4,143,0,3.0,143,3259,3259,1829,1829,17,17,143,135,78,43,26,0,0,10,,,,,,
124,9,26,266,143,4,143,0,3.0,143,5097,5097,3667,3667,43,43,143,143,135,78,43,0,0,0,10,,,,,
124,10,43,366,143,4,143,0,3.0,143,8018,8018,6588,6588,86,86,143,143,143,135,78,0,0,0,0,10,,,,
124,11,78,431,143,4,143,0,3.0,143,10182,10182,8752,8752,164,164,143,143,143,143,135,0,0,0,0,0,10,,,
124,12,135,439,143,4,143,0,3.0,143,10452,10452,9022,9022,299,299,143,143,143,143,143,0,0,0,0,0,0,10,,
124,13,143,439,143,4,143,0,3.0,143,10452,10452,9022,9022,441,442,143,143,143,143,143,0,0,0,0,0,0,0,10,
125,1,0,0,0,15,10,0,15.0,144,200,200,100,100,0,0,10,,,,,,,,,,,,,
125,2,0,0,10,5,10,0,5.0,144,200,200,100,100,0,0,10,10,,,,,,,,,,,,
125,3,0,10,10,4,11,0,3.0,144,237,237,127,127,0,0,11,10,10,,,,,,,,,,,
125,4,0,20,11,4,26,0,3.0,144,537,537,277,277,0,0,26,11,10,10,,,,,,,,,,
125,5,0,31,26,4,43,0,3.0,144,878,878,448,448,0,0,43,26,11,10,10,,,,,,,,,
125,6,0,57,43,4,78,0,3.0,144,1564,1564,784,784,0,0,78,43,26,11,10,10,,,,,,,,
125,7,0,100,78,4,135,0,3.0,144,2712,2712,1362,1362,0,0,135,78,43,26,11,10,10,,,,,,,
125,8,21,157,135,4,144,0,3.0,144,3259,3259,1819,1819,17,17,144,135,78,43,26,0,0,10,,,,,,
125,9,26,266,144,4,144,0,3.0,144,5097,5097,3657,3657,43,43,144,144,135,78,43,0,0,0,10,,,,,
125,10,43,367,144,4,144,0,3.0,144,8022,8022,6582,6582,86,86,144,144,144,135,78,0,0,0,0,10,,,,
125,11,78,433,144,4,144,0,3.0,144,10216,10216,8776,8776,164,164,144,144,144,144,135,0,0,0,0,0,10,,,
125,12,135,442,144,4,144,0,3.0,144,10520,10520,9080,9080,299,299,144,144,144,144,144,0,0,0,0,0,0,10,,
125,13,144,442,144,4,144,0,3.0,144,10520,10520,9080,9080,442,443,144,144,144,144,144,0,0,0,0,0,0,0,10,
126,1,0,0,0,15,10,0,15.0,145,200,200,100,100,0,0,10,,,,,,,,,,,,,
126,2,0,0,10,5,10,0,5.0,145,200,200,100,100,0,0,10,10,,,,,,,,,,,,
126,3,0,10,10,4,11,0,3.0,145,237,237,127,127,0,0,11,10,10,,,,,,,,,,,
126,4,0,20,11,4,26,0,3.0,145,537,537,277,277,0,0,26,11,10,10,,,,,,,,,,
126,5,0,31,26,4,43,0,3.0,145,878,878,448,448,0,0,43,26,11,10,10,,,,,,,,,
126,6,0,57,43,4,78,0,3.0,145,1564,1564,784,784,0,0,78,43,26,11,10,10,,,,,,,,
126,7,0,100,78,4,135,0,3.0,145,2712,2712,1362,1362,0,0,135,78,43,26,11,10,10,,,,,,,
126,8,21,157,135,4,145,0,3.0,145,3259,3259,1809,1809,17,17,145,135,78,43,26,0,0,10,,,,,,
126,9,26,266,145,4,145,0,3.0,145,5097,5097,3647,3647,43,43,145,145,135,78,43,0,0,0,10,,,,,
126,10,43,368,145,4,145,0,3.0,145,8025,8025,6575,6575,86,86,145,145,145,135,78,0,0,0,0,10,,,,
126,11,78,435,145,4,145,0,3.0,145,10249,10249,8799,8799,164,164,145,145,145,145,135,0,0,0,0,0,10,,,
126,12,135,445,145,4,145,0,3.0,145,10586,10586,9136,9136,299,299,145,145,145,145,145,0,0,0,0,0,0,10,,
126,13,145,445,145,4,145,0,3.0,145,10586,10586,9136,9136,443,444,145,145,145,145,145,0,0,0,0,0,0,0,10,
127,1,0,0,0,15,10,0,15.0,146,200,200,100,100,0,0,10,,,,,,,,,,,,,
127,2,0,0,10,5,10,0,5.0,146,200,200,100,100,0,0,10,10,,,,,,,,,,,,
127,3,0,10,10,4,11,0,3.0,146,237,237,127,127,0,0,11,10,10,,,,,,,,,,,
127,4,0,20,11,4,26,0,3.0,146,537,537,277,277,0,0,26,11,10,10,,,,,,,,,,
127,5,0,31,26,4,43,0,3.0,146,878,878,448,448,0,0,43,26,11,10,10,,,,,,,,,
127,6,0,57,43,4,78,0,3.0,146,1564,1564,784,784,0,0,78,43,26,11,10,10,,,,,,,,
127,7,0,100,78,4,135,0,3.0,146,2712,2712,1362,1362,0,0,135,78,43,26,11,10,10,,,,,,,
127,8,21,157,135,4,146,0,3.0,146,3259,3259,1799,1799,17,17,146,135,78,43,26,0,0,10,,,,,,
127,9,26,266,146,4,146,0,3.0,146,5097,5097,3637,3637,43,43,146,146,135,78,43,0,0,0,10,,,,,
127,10,43,369,146,4,146,0,3.0,146,8029,8029,6569,6569,86,86,146,146,146,135,78,0,0,0,0,10,,,,
127,11,78,437,146,4,146,0,3.0,146,10283,10283,8823,8823,164,164,146,146,146,146,135,0,0,0,0,0,10,,,
127,12,135,448,146,4,146,0,3.0,146,10654,10654,9194,9194,299,299,146,146,146,146,146,0,0,0,0,0,0,10,,
127,13,146,448,146,4,146,0,3.0,146,10654,10654,9194,9194,444,445,146,146,146,146,146,0,0,0,0,0,0,0,10,
128,1,0,0,0,15,10,0,15.0,147,200,200,100,100,0,0,10,,,,,,,,,,,,,
128,2,0,0,10,5,10,0,5.0,147,200,200,100,100,0,0,10,10,,,,,,,,,,,,
128,3,0,10,10,4,11,0,3.0,147,237,237,127,127,0,0,11,10,10,,,,,,,,,,,
128,4,0,20,11,4,26,0,3.0,147,537,537,277,277,0,0,26,11,10,10,,,,,,,,,,
128,5,0,31,26,4,43,0,3.0,147,878,878,448,448,0,0,43,26,11,10,10,,,,,,,,,
128,6,0,57,43,4,78,0,3.0,147,1564,1564,784,784,0,0,78,43,26,11,10,10,,,,,,,,
128,7,0,100,78,4,135,0,3.0,147,2712,2712,1362,1362,0,0,135,78,43,26,11,10,10,,,,,,,
128,8,21,157,135,4,147,0,3.0,147,3259,3259,1789,1789,17,17,147,135,78,43,26,0,0,10,,,,,,
128,9,26,266,147,4,147,0,3.0,147,5097,5097,3627,3627,43,43,147,147,135,78,43,0,0,0,10,,,,,
128,10,43,370,147,4,147,0,3.0,147,8033,8033,6563,6563,86,86,147,147,147,135,78,0,0,0,0,10,,,,
128,11,78,439,147,4,147,0,3.0,147,10317,10317,8847,8847,164,164,147,147,147,147,135,0,0,0,0,0,10,,,
128,12,135,451,147,4,147,0,3.0,147,10722,10722,9252,9252,299,299,147,147,147,147,147,0,0,0,0,0,0,10,,
128,13,147,451,147,4,147,0,3.0,147,10722,10722,9252,9252,445,446,147,147,147,147,147,0,0,0,0,0,0,0,10,
129,1,0,0,0,15,10,0,15.0,148,200,200,100,100,0,0,10,,,,,,,,,,,,,
129,2,0,0,10,5,10,0,5.0,148,200,200,100,100,0,0,10,10,,,,,,,,,,,,
129,3,0,10,10,4,11,0,3.0,148,237,237,127,127,0,0,11,10,10,,,,,,,,,,,
129,4,0,20,11,4,26,0,3.0,148,537,537,277,277,0,0,26,11,10,10,,,,,,,,,,
129,5,0,31,26,4,43,0,3.0,148,878,878,448,448,0,0,43,26,11,10,10,,,,,,,,,
129,6,0,57,43,4,78,0,3.0,148,1564,1564,784,784,0,0,78,43,26,11,10,10,,,,,,,,
129,7,0,100,78,4,135,0,3.0,148,2712,2712,1362,1362,0,0,135,78,43,26,11,10,10,,,,,,,
129,8,21,157,135,4,148,0,3.0,148,3259,3259,1779,1779,17,17,148,135,78,43,26,0,0,10,,,,,,
129,9,26,266,148,4,148,0,3.0,148,5097,5097,3617,3617,43,43,148,148,135,78,43,0,0,0,10,,,,,
129,10,43,371,148,4,148,0,3.0,148,8037,8037,6557,6557,86,86,148,148,148,135,78,0,0,0,0,10,,,,
129,11,78,441,148,4,148,0,3.0,148,10351,10351,8871,8871,164,164,148,148,148,148,135,0,0,0,0,0,10,,,
129,12,135,454,148,4,148,0,3.0,148,10790,10790,9310,9310,299,299,148,148,148,148,148,0,0,0,0,0,0,10,,
129,13,148,454,148,4,148,0,3.0,148,10790,10790,9310,9310,446,447,148,148,148,148,148,0,0,0,0,0,0,0,10,
130,1,0,0,0,15,10,0,15.0,149,200,200,100,100,0,0,10,,,,,,,,,,,,,
130,2,0,0,10,5,10,0,5.0,149,200,200,100,100,0,0,10,10,,,,,,,,,,,,
130,3,0,10,10,4,11,0,3.0,149,237,237,127,127,0,0,11,10,10,,,,,,,,,,,
130,4,0,20,11,4,26,0,3.0,149,537,537,277,277,0,0,26,11,10,10,,,,,,,,,,
130,5,0,31,26,4,43,0,3.0,149,878,878,448,448,0,0,43,26,11,10,10,,,,,,,,,
130,6,0,57,43,4,78,0,3.0,149,1564,1564,784,784,0,0,78,43,26,11,10,10,,,,,,,,
130,7,0,100,78,4,135,0,3.0,149,2712,2712,1362,1362,0,0,135,78,43,26,11,10,10,,,,,,,
130,8,21,157,135,4,149,0,3.0,149,3259,3259,1769,1769,17,17,149,135,78,43,26,0,0,10,,,,,,
130,9,26,266,149,4,149,0,3.0,149,5097,5097,3607,3607,43,43,149,149,135,78,43,0,0,0,10,,,,,
130,10,43,372,149,4,149,0,3.0,149,8040,8040,6550,6550,86,86,149,149,149,135,78,0,0,0,0,10,,,,
130,11,78,443,149,4,149,0,3.0,149,10384,10384,8894,8894,164,164,149,149,149,149,135,0,0,0,0,0,10,,,
130,12,135,457,149,4,149,0,3.0,149,10856,10856,9366,9366,299,299,149,149,149,149,149,0,0,0,0,0,0,10,,
130,13,149,457,149,4,149,0,3.0,149,10856,10856,9366,9366,447,448,149,149,149,149,149,0,0,0,0,0,0,0,10,
131,1,0,0,0,15,10,0,15.0,150,200,200,100,100,0,0,10,,,,,,,,,,,,,
131,2,0,0,10,5,10,0,5.0,150,200,200,100,100,0,0,10,10,,,,,,,,,,,,
131,3,0,10,10,4,11,0,3.0,150,237,237,127,127,0,0,11,10,10,,,,,,,,,,,
131,4,0,20,11,4,26,0,3.0,150,537,537,277,277,0,0,26,11,10,10,,,,,,,,,,
131,5,0,31,26,4,43,0,3.0,150,878,878,448,448,0,0,43,26,11,10,10,,,,,,,,,
131,6,0,57,43,4,78,0,3.0,150,1564,1564,784,784,0,0,78,43,26,11,10,10,,,,,,,,
131,7,0,100,78,4,135,0,3.0,150,2712,2712,1362,1362,0,0,135,78,43,26,11,10,10,,,,,,,
131,8,21,157,135,4,150,0,3.0,150,3259,3259,1759,1759,17,17,150,135,78,43,26,0,0,10,,,,,,
131,9,26,266,150,4,150,0,3.0,150,5097,5097,3597,3597,43,43,150,150,135,78,43,0,0,0,10,,,,,
131,10,43,373,150,4,150,0,3.0,150,8044,8044,6544,6544,86,86,150,150,150,135,78,0,0,0,0,10,,,,
131,11,78,445,150,4,150,0,3.0,150,10418,10418,8918,8918,164,164,150,150,150,150,135,0,0,0,0,0,10,,,
131,12,135,460,150,4,150,0,3.0,150,10924,10924,9424,9424,299,299,150,150,150,150,150,0,0,0,0,0,0,10,,
131,13,150,460,150,4,150,0,3.0,150,10924,10924,9424,9424,448,449,150,150,150,150,150,0,0,0,0,0,0,0,10,
132,1,0,0,0,15,10,0,15.0,151,200,200,100,100,0,0,10,,,,,,,,,,,,,
132,2,0,0,10,5,10,0,5.0,151,200,200,100,100,0,0,10,10,,,,,,,,,,,,
132,3,0,10,10,4,11,0,3.0,151,237,237,127,127,0,0,11,10,10,,,,,,,,,,,
132,4,0,20,11,4,26,0,3.0,151,537,537,277,277,0,0,26,11,10,10,,,,,,,,,,
132,5,0,31,26,4,43,0,3.0,151,878,878,448,448,0,0,43,26,11,10,10,,,,,,,,,
132,6,0,57,43,4,78,0,3.0,151,1564,1564,784,784,0,0,78,43,26,11,10,10,,,,,,,,
132,7,0,100,78,4,135,0,3.0,151,2712,2712,1362,1362,0,0,135,78,43,26,11,10,10,,,,,,,
132,8,21,157,135,4,151,0,3.0,151,3259,3259,1749,1749,17,17,151,135,78,43,26,0,0,10,,,,,,
132,9,26,266,151,4,151,0,3.0,151,5097,5097,3587,3587,43,43,151,151,135,78,43,0,0,0,10,,,,,
132,10,43,374,151,4,151,0,3.0,151,8048,8048,6538,6538,86,86,151,151,151,135,78,0,0,0,0,10,,,,
132,11,78,447,151,4,151,0,3.0,151,10452,10452,8942,8942,164,164,151,151,151,151,135,0,0,0,0,0,10,,,
132,12,135,463,151,4,151,0,3.0,151,10992,10992,9482,9482,299,299,151,151,151,151,151,0,0,0,0,0,0,10,,
132,13,151,463,151,4,151,0,3.0,151,10992,10992,9482,9482,449,450,151,151,151,151,151,0,0,0,0,0,0,0,10,
133,1,0,0,0,15,10,0,15.0,152,200,200,100,100,0,0,10,,,,,,,,,,,,,
133,2,0,0,10,5,10,0,5.0,152,200,200,100,100,0,0,10,10,,,,,,,,,,,,
133,3,0,10,10,4,11,0,3.0,152,237,237,127,127,0,0,11,10,10,,,,,,,,,,,
133,4,0,20,11,4,26,0,3.0,152,537,537,277,277,0,0,26,11,10,10,,,,,,,,,,
133,5,0,31,26,4,43,0,3.0,152,878,878,448,448,0,0,43,26,11,10,10,,,,,,,,,
133,6,0,57,43,4,78,0,3.0,152,1564,1564,784,784,0,0,78,43,26,11,10,10,,,,,,,,
133,7,0,100,78,4,135,0,3.0,152,2712,2712,1362,1362,0,0,135,78,43,26,11,10,10,,,,,,,
133,8,21,157,135,4,152,0,3.0,152,3259,3259,1739,1739,17,17,152,135,78,43,26,0,0,10,,,,,,
133,9,26,266,152,4,152,0,3.0,152,5097,5097,3577,3577,43,43,152,152,135,78,43,0,0,0,10,,,,,
133,10,43,375,152,4,152,0,3.0,152,8052,8052,6532,6532,86,86,152,152,152,135,78,0,0,0,0,10,,,,
133,11,78,449,152,4,152,0,3.0,152,10486,10486,8966,8966,164,164,152,152,152,152,135,0,0,0,0,0,10,,,
133,12,135,466,152,4,152,0,3.0,152,11060,11060,9540,9540,299,299,152,152,152,152,152,0,0,0,0,0,0,10,,
133,13,152,466,152,4,152,0,3.0,152,11060,11060,9540,9540,450,451,152,152,152,152,152,0,0,0,0,0,0,0,10,
134,1,0,0,0,15,10,0,15.0,153,200,200,100,100,0,0,10,,,,,,,,,,,,,
134,2,0,0,10,5,10,0,5.0,153,200,200,100,100,0,0,10,10,,,,,,,,,,,,
134,3,0,10,10,4,11,0,3.0,153,237,237,127,127,0,0,11,10,10,,,,,,,,,,,
134,4,0,20,11,4,26,0,3.0,153,537,537,277,277,0,0,26,11,10,10,,,,,,,,,,
134,5,0,31,26,4,43,0,3.0,153,878,878,448,448,0,0,43,26,11,10,10,,,,,,,,,
134,6,0,57,43,4,78,0,3.0,153,1564,1564,784,784,0,0,78,43,26,11,10,10,,,,,,,,
134,7,0,100,78,4,135,0,3.0,153,2712,2712,1362,1362,0,0,135,78,43,26,11,10,10,,,,,,,
134,8,21,157,135,4,153,0,3.0,153,3259,3259,1729,1729,17,17,153,135,78,43,26,0,0,10,,,,,,
134,9,26,266,153,4,153,0,3.0,153,5097,5097,3567,3567,43,43,153,153,135,78,43,0,0,0,10,,,,,
134,10,43,376,153,4,153,0,3.0,153,8055,8055,6525,6525,86,86,153,153,153,135,78,0,0,0,0,10,,,,
134,11,78,451,153,4,153,0,3.0,153,10519,10519,8989,8989,164,164,153,153,153,153,135,0,0,0,0,0,10,,,
134,12,135,469,153,4,153,0,3.0,153,11126,11126,9596,9596,299,299,153,153,153,153,153,0,0,0,0,0,0,10,,
134,13,153,469,153,4,153,0,3.0,153,11126,11126,9596,9596,451,452,153,153,153,153,153,0,0,0,0,0,0,0,10,
135,1,0,0,0,15,10,0,15.0,154,200,200,100,100,0,0,10,,,,,,,,,,,,,
135,2,0,0,10,5,10,0,5.0,154,200,200,100,100,0,0,10,10,,,,,,,,,,,,
135,3,0,10,10,4,11,0,3.0,154,237,237,127,127,0,0,11,10,10,,,,,,,,,,,
135,4,0,20,11,4,26,0,3.0,154,537,537,277,277,0,0,26,11,10,10,,,,,,,,,,
135,5,0,31,26,4,43,0,3.0,154,878,878,448,448,0,0,43,26,11,10,10,,,,,,,,,
135,6,0,57,43,4,78,0,3.0,154,1564,1564,784,784,0,0,78,43,26,11,10,10,,,,,,,,
135,7,0,100,78,4,135,0,3.0,154,2712,2712,1362,1362,0,0,135,78,43,26,11,10,10,,,,,,,
135,8,21,157,135,4,154,0,3.0,154,3259,3259,1719,1719,17,17,154,135,78,43,26,0,0,10,,,,,,
135,9,26,266,154,4,154,0,3.0,154,5097,5097,3557,3557,43,43,154,154,135,78,43,0,0,0,10,,,,,
135,10,43,377,154,4,154,0,3.0,154,8059,8059,6519,6519,86,86,154,154,154,135,78,0,0,0,0,10,,,,
135,11,78,453,154,4,154,0,3.0,154,10553,10553,9013,9013,164,164,154,154,154,154,135,0,0,0,0,0,10,,,
135,12,135,472,154,4,154,0,3.0,154,11194,11194,9654,9654,299,299,154,154,154,154,154,0,0,0,0,0,0,10,,
135,13,154,472,154,4,154,0,3.0,154,11194,11194,9654,9654,452,453,154,154,154,154,154,0,0,0,0,0,0,0,10,
136,1,0,0,0,16,10,0,16.0,155,200,200,100,100,0,0,10,,,,,,,,,,,,,
136,2,0,0,10,5,10,0,5.0,155,200,200,100,100,0,0,10,10,,,,,,,,,,,,
136,3,0,10,10,4,11,0,3.0,155,237,237,127,127,0,0,11,10,10,,,,,,,,,,,
136,4,0,20,11,4,26,0,3.0,155,537,537,277,277,0,0,26,11,10,10,,,,,,,,,,
136,5,0,31,26,4,43,0,3.0,155,878,878,448,448,0,0,43,26,11,10,10,,,,,,,,,
136,6,0,57,43,4,78,0,3.0,155,1564,1564,784,784,0,0,78,43,26,11,10,10,,,,,,,,
136,7,0,100,78,4,135,0,3.0,155,2712,2712,1362,1362,0,0,135,78,43,26,11,10,10,,,,,,,
136,8,21,157,135,4,155,0,3.0,155,3259,3259,1709,1709,17,17,155,135,78,43,26,0,0,10,,,,,,
136,9,26,266,155,4,155,0,3.0,155,5097,5097,3547,3547,43,43,155,155,135,78,43,0,0,0,10,,,,,
136,10,43,378,155,4,155,0,3.0,155,8063,8063,6513,6513,86,86,155,155,155,135,78,0,0,0,0,10,,,,
136,11,78,455,155,4,155,0,3.0,155,10587,10587,9037,9037,164,164,155,155,155,155,135,0,0,0,0,0,10,,,
136,12,135,475,155,4,155,0,3.0,155,11262,11262,9712,9712,299,299,155,155,155,155,155,0,0,0,0,0,0,10,,
136,13,155,475,155,4,155,0,3.0,155,11262,11262,9712,9712,453,454,155,155,155,155,155,0,0,0,0,0,0,0,10,
137,1,0,0,0,16,10,0,16.0,156,200,200,100,100,0,0,10,,,,,,,,,,,,,
137,2,0,0,10,5,10,0,5.0,156,200,200,100,100,0,0,10,10,,,,,,,,,,,,
137,3,0,10,10,4,11,0,3.0,156,237,237,127,127,0,0,11,10,10,,,,,,,,,,,
137,4,0,20,11,4,26,0,3.0,156,537,537,277,277,0,0,26,11,10,10,,,,,,,,,,
137,5,0,31,26,4,43,0,3.0,156,878,878,448,448,0,0,43,26,11,10,10,,,,,,,,,
137,6,0,57,43,4,78,0,3.0,156,1564,1564,784,784,0,0,78,43,26,11,10,10,,,,,,,,
137,7,0,100,78,4,135,0,3.0,156,2712,2712,1362,1362,0,0,135,78,43,26,11,10,10,,,,,,,
137,8,21,157,135,4,156,0,3.0,156,3259,3259,1699,1699,17,17,156,135,78,43,26,0,0,10,,,,,,
137,9,26,266,156,4,156,0,3.0,156,5097,5097,3537,3537,43,43,156,156,135,78,43,0,0,0,10,,,,,
137,10,43,379,156,4,156,0,3.0,156,8067,8067,6507,6507,86,86,156,156,156,135,78,0,0,0,0,10,,,,
137,11,78,457,156,4,156,0,3.0,156,10621,10621,9061,9061,164,164,156,156,156,156,135,0,0,0,0,0,10,,,
137,12,135,478,156,4,156,0,3.0,156,11330,11330,9770,9770,299,299,156,156,156,156,156,0,0,0,0,0,0,10,,
137,13,156,478,156,4,156,0,3.0,156,11330,11330,9770,9770,454,455,156,156,156,156,156,0,0,0,0,0,0,0,10,
138,1,0,0,0,16,10,0,16.0,157,200,200,100,100,0,0,10,,,,,,,,,,,,,
138,2,0,0,10,5,10,0,5.0,157,200,200,100,100,0,0,10,10,,,,,,,,,,,,
138,3,0,10,10,4,11,0,3.0,157,237,237,127,127,0,0,11,10,10,,,,,,,,,,,
138,4,0,20,11,4,26,0,3.0,157,537,537,277,277,0,0,26,11,10,10,,,,,,,,,,
138,5,0,31,26,4,43,0,3.0,157,878,878,448,448,0,0,43,26,11,10,10,,,,,,,,,
138,6,0,57,43,4,78,0,3.0,157,1564,1564,784,784,0,0,78,43,26,11,10,10,,,,,,,,
138,7,0,100,78,4,135,0,3.0,157,2712,2712,1362,1362,0,0,135,78,43,26,11,10,10,,,,,,,
138,8,21,157,135,4,157,0,3.0,157,3259,3259,1689,1689,17,17,157,135,78,43,26,0,0,10,,,,,,
138,9,26,266,157,4,157,0,3.0,157,5097,5097,3527,3527,43,43,157,157,135,78,43,0,0,0,10,,,,,
138,10,43,380,157,4,157,0,3.0,157,8070,8070,6500,6500,86,86,157,157,157,135,78,0,0,0,0,10,,,,
138,11,78,459,157,4,157,0,3.0,157,10654,10654,9084,9084,164,164,157,157,157,157,135,0,0,0,0,0,10,,,
138,12,135,481,157,4,157,0,3.0,157,11396,11396,9826,9826,299,299,157,157,157,157,157,0,0,0,0,0,0,10,,
138,13,157,481,157,4,157,0,3.0,157,11396,11396,9826,9826,455,456,157,157,157,157,157,0,0,0,0,0,0,0,10,
139,1,0,0,0,16,10,0,16.0,158,200,200,100,100,0,0,10,,,,,,,,,,,,,
139,2,0,0,10,5,10,0,5.0,158,200,200,100,100,0,0,10,10,,,,,,,,,,,,
139,3,0,10,10,4,11,0,3.0,158,237,237,127,127,0,0,11,10,10,,,,,,,,,,,
139,4,0,20,11,4,26,0,3.0,158,537,537,277,277,0,0,26,11,10,10,,,,,,,,,,
139,5,0,31,26,4,43,0,3.0,158,878,878,448,448,0,0,43,26,11,10,10,,,,,,,,,
139,6,0,57,43,4,78,0,3.0,158,1564,1564,784,784,0,0,78,43,26,11,10,10,,,,,,,,
139,7,0,100,78,4,135,0,3.0,158,2712,2712,1362,1362,0,0,135,78,43,26,11,10,10,,,,,,,
139,8,21,157,135,4,158,0,3.0,158,3259,3259,1679,1679,17,17,158,135,78,43,26,0,0,10,,,,,,
139,9,26,266,158,4,158,0,3.0,158,5097,5097,3517,3517,43,43,158,158,135,78,43,0,0,0,10,,,,,
139,10,43,381,158,4,158,0,3.0,158,8074,8074,6494,6494,86,86,158,158,158,135,78,0,0,0,0,10,,,,
139,11,78,461,158,4,158,0,3.0,158,10688,10688,9108,9108,164,164,158,158,158,158,135,0,0,0,0,0,10,,,
139,12,135,484,158,4,158,0,3.0,158,11464,11464,9884,9884,299,299,158,158,158,158,158,0,0,0,0,0,0,10,,
139,13,158,484,158,4,158,0,3.0,158,11464,11464,9884,9884,456,457,158,158,158,158,158,0,0,0,0,0,0,0,10,
140,1,0,0,0,16,10,0,16.0,159,200,200,100,100,0,0,10,,,,,,,,,,,,,
140,2,0,0,10,5,10,0,5.0,159,200,200,100,100,0,0,10,10,,,,,,,,,,,,
140,3,0,10,10,4,11,0,3.0,159,237,237,127,127,0,0,11,10,10,,,,,,,,,,,
140,4,0,20,11,4,26,0,3.0,159,537,537,277,277,0,0,26,11,10,10,,,,,,,,,,
140,5,0,31,26,4,43,0,3.0,159,878,878,448,448,0,0,43,26,11,10,10,,,,,,,,,
140,6,0,57,43,4,78,0,3.0,159,1564,1564,784,784,0,0,78,43,26,11,10,10,,,,,,,,
140,7,0,100,78,4,135,0,3.0,159,2712,2712,1362,1362,0,0,135,78,43,26,11,10,10,,,,,,,
140,8,21,157,135,4,159,0,3.0,159,3259,3259,1669,1669,17,17,159,135,78,43,26,0,0,10,,,,,,
140,9,26,266,159,4,159,0,3.0,159,5097,5097,3507,3507,43,43,159,159,135,78,43,0,0,0,10,,,,,
140,10,43,382,159,4,159,0,3.0,159,8078,8078,6488,6488,86,86,159,159,159,135,78,0,0,0,0,10,,,,
140,11,78,463,159,4,159,0,3.0,159,10722,10722,9132,9132,164,164,159,159,159,159,135,0,0,0,0,0,10,,,
140,12,135,487,159,4,159,0,3.0,159,11532,11532,9942,9942,299,299,159,159,159,159,159,0,0,0,0,0,0,10,,
140,13,159,487,159,4,159,0,3.0,159,11532,11532,9942,9942,457,458,159,159,159,159,159,0,0,0,0,0,0,0,10,
141,1,0,0,0,16,10,0,16.0,160,200,200,100,100,0,0,10,,,,,,,,,,,,,
141,2,0,0,10,5,10,0,5.0,160,200,200,100,100,0,0,10,10,,,,,,,,,,,,
141,3,0,10,10,4,11,0,3.0,160,237,237,127,127,0,0,11,10,10,,,,,,,,,,,
141,4,0,20,11,4,26,0,3.0,160,537,537,277,277,0,0,26,11,10,10,,,,,,,,,,
141,5,0,31,26,4,43,0,3.0,160,878,878,448,448,0,0,43,26,11,10,10,,,,,,,,,
141,6,0,57,43,4,78,0,3.0,160,1564,1564,784,784,0,0,78,43,26,11,10,10,,,,,,,,
141,7,0,100,78,4,135,0,3.0,160,2712,2712,1362,1362,0,0,135,78,43,26,11,10,10,,,,,,,
141,8,21,157,135,4,160,0,3.0,160,3259,3259,1659,1659,17,17,160,135,78,43,26,0,0,10,,,,,,
