Generation (G),Age of Colony (t),No. of alates (A),No. of helpers,No. of not helper,Age to dispersal (tau),No. of eggs (F),No. of dead offsprings,Imprinting level (I),The maximum reproductive capacity (K),Available resource (R),Peak available resource,Surplus resouce,Peak surplus resouce (delta_R),No. of alates in previous generation,Fitness of colony (W),0-year-old,1-year-old,2-year-old,3-year-old,4-year-old,5-year-old,6-year-old,7-year-old,8-year-old,9-year-old,10-year-old,11-year-old,12-year-old
104,10,43,316,123,4,123,0,3.0,123,7043,7043,5813,5813,90,90,123,123,123,105,78,0,0,0,0,10,,,,
104,11,78,361,123,4,123,0,3.0,123,8494,8494,7264,7264,168,168,123,123,123,123,105,0,0,0,0,0,10,,,
104,12,105,379,123,4,123,0,3.0,123,9102,9102,7872,7872,273,273,123,123,123,123,123,0,0,0,0,0,0,10,,
104,13,123,379,123,4,123,0,3.0,123,9102,9102,7872,7872,395,396,123,123,123,123,123,0,0,0,0,0,0,0,10,
105,1,0,0,0,13,10,0,13.0,124,200,200,100,100,0,0,10,,,,,,,,,,,,,
105,2,0,0,10,4,10,0,4.0,124,200,200,100,100,0,0,10,10,,,,,,,,,,,,
105,3,0,10,10,4,11,0,3.0,124,237,237,127,127,0,0,11,10,10,,,,,,,,,,,
105,4,0,20,11,4,26,0,3.0,124,537,537,277,277,0,0,26,11,10,10,,,,,,,,,,
105,5,0,31,26,4,43,0,3.0,124,878,878,448,448,0,0,43,26,11,10,10,,,,,,,,,
105,6,0,57,43,4,78,0,3.0,124,1564,1564,784,784,0,0,78,43,26,11,10,10,,,,,,,,
105,7,10,90,78,4,105,0,3.0,124,2112,2112,1062,1062,10,10,105,78,43,26,11,0,10,,,,,,,
105,8,11,157,105,4,124,0,3.0,124,3259,3259,2019,2019,21,21,124,105,78,43,26,0,0,10,,,,,,
105,9,26,236,124,4,124,0,3.0,124,4984,4984,3744,3744,47,47,124,124,105,78,43,0,0,0,10,,,,,
105,10,43,317,124,4,124,0,3.0,124,7047,7047,5807,5807,90,90,124,124,124,105,78,0,0,0,0,10,,,,
105,11,78,363,124,4,124,0,3.0,124,8528,8528,7288,7288,168,168,124,124,124,124,105,0,0,0,0,0,10,,,
105,12,105,382,124,4,124,0,3.0,124,9170,9170,7930,7930,273,273,124,124,124,124,124,0,0,0,0,0,0,10,,
105,13,124,382,124,4,124,0,3.0,124,9170,9170,7930,7930,396,397,124,124,124,124,124,0,0,0,0,0,0,0,10,
106,1,0,0,0,13,10,0,13.0,125,200,200,100,100,0,0,10,,,,,,,,,,,,,
106,2,0,0,10,4,10,0,4.0,125,200,200,100,100,0,0,10,10,,,,,,,,,,,,
106,3,0,10,10,4,11,0,3.0,125,237,237,127,127,0,0,11,10,10,,,,,,,,,,,
106,4,0,20,11,4,26,0,3.0,125,537,537,277,277,0,0,26,11,10,10,,,,,,,,,,
106,5,0,31,26,4,43,0,3.0,125,878,878,448,448,0,0,43,26,11,10,10,,,,,,,,,
106,6,0,57,43,4,78,0,3.0,125,1564,1564,784,784,0,0,78,43,26,11,10,10,,,,,,,,
106,7,10,90,78,4,105,0,3.0,125,2112,2112,1062,1062,10,10,105,78,43,26,11,0,10,,,,,,,
106,8,11,157,105,4,125,0,3.0,125,3259,3259,2009,2009,21,21,125,105,78,43,26,0,0,10,,,,,,
106,9,26,236,125,4,125,0,3.0,125,4984,4984,3734,3734,47,47,125,125,105,78,43,0,0,0,10,,,,,
106,10,43,318,125,4,125,0,3.0,125,7050,7050,5800,5800,90,90,125,125,125,105,78,0,0,0,0,10,,,,
106,11,78,365,125,4,125,0,3.0,125,8561,8561,7311,7311,168,168,125,125,125,125,105,0,0,0,0,0,10,,,
106,12,105,385,125,4,125,0,3.0,125,9236,9236,7986,7986,273,273,125,125,125,125,125,0,0,0,0,0,0,10,,
106,13,125,385,125,4,125,0,3.0,125,9236,9236,7986,7986,397,398,125,125,125,125,125,0,0,0,0,0,0,0,10,
107,1,0,0,0,13,10,0,13.0,126,200,200,100,100,0,0,10,,,,,,,,,,,,,
107,2,0,0,10,4,10,0,4.0,126,200,200,100,100,0,0,10,10,,,,,,,,,,,,
107,3,0,10,10,4,11,0,3.0,126,237,237,127,127,0,0,11,10,10,,,,,,,,,,,
107,4,0,20,11,4,26,0,3.0,126,537,537,277,277,0,0,26,11,10,10,,,,,,,,,,
107,5,0,31,26,4,43,0,3.0,126,878,878,448,448,0,0,43,26,11,10,10,,,,,,,,,
107,6,0,57,43,4,78,0,3.0,126,1564,1564,784,784,0,0,78,43,26,11,10,10,,,,,,,,
107,7,10,90,78,4,105,0,3.0,126,2112,2112,1062,1062,10,10,105,78,43,26,11,0,10,,,,,,,
107,8,11,157,105,4,126,0,3.0,126,3259,3259,1999,1999,21,21,126,105,78,43,26,0,0,10,,,,,,
107,9,26,236,126,4,126,0,3.0,126,4984,4984,3724,3724,47,47,126,126,105,78,43,0,0,0,10,,,,,
107,10,43,319,126,4,126,0,3.0,126,7054,7054,5794,5794,90,90,126,126,126,105,78,0,0,0,0,10,,,,
107,11,78,367,126,4,126,0,3.0,126,8595,8595,7335,7335,168,168,126,126,126,126,105,0,0,0,0,0,10,,,
107,12,105,388,126,4,126,0,3.0,126,9304,9304,8044,8044,273,273,126,126,126,126,126,0,0,0,0,0,0,10,,
107,13,126,388,126,4,126,0,3.0,126,9304,9304,8044,8044,398,399,126,126,126,126,126,0,0,0,0,0,0,0,10,
108,1,0,0,0,13,10,0,13.0,127,200,200,100,100,0,0,10,,,,,,,,,,,,,
108,2,0,0,10,4,10,0,4.0,127,200,200,100,100,0,0,10,10,,,,,,,,,,,,
108,3,0,10,10,4,11,0,3.0,127,237,237,127,127,0,0,11,10,10,,,,,,,,,,,
108,4,0,20,11,4,26,0,3.0,127,537,537,277,277,0,0,26,11,10,10,,,,,,,,,,
108,5,0,31,26,4,43,0,3.0,127,878,878,448,448,0,0,43,26,11,10,10,,,,,,,,,
108,6,0,57,43,4,78,0,3.0,127,1564,1564,784,784,0,0,78,43,26,11,10,10,,,,,,,,
108,7,10,90,78,4,105,0,3.0,127,2112,2112,1062,1062,10,10,105,78,43,26,11,0,10,,,,,,,
108,8,11,157,105,4,127,0,3.0,127,3259,3259,1989,1989,21,21,127,105,78,43,26,0,0,10,,,,,,
108,9,26,236,127,4,127,0,3.0,127,4984,4984,3714,3714,47,47,127,127,105,78,43,0,0,0,10,,,,,
108,10,43,320,127,4,127,0,3.0,127,7058,7058,5788,5788,90,90,127,127,127,105,78,0,0,0,0,10,,,,
108,11,78,369,127,4,127,0,3.0,127,8629,8629,7359,7359,168,168,127,127,127,127,105,0,0,0,0,0,10,,,
108,12,105,391,127,4,127,0,3.0,127,9372,9372,8102,8102,273,273,127,127,127,127,127,0,0,0,0,0,0,10,,
108,13,127,391,127,4,127,0,3.0,127,9372,9372,8102,8102,399,400,127,127,127,127,127,0,0,0,0,0,0,0,10,
109,1,0,0,0,13,10,0,13.0,128,200,200,100,100,0,0,10,,,,,,,,,,,,,
109,2,0,0,10,4,10,0,4.0,128,200,200,100,100,0,0,10,10,,,,,,,,,,,,
109,3,0,10,10,4,11,0,3.0,128,237,237,127,127,0,0,11,10,10,,,,,,,,,,,
109,4,0,20,11,4,26,0,3.0,128,537,537,277,277,0,0,26,11,10,10,,,,,,,,,,
109,5,0,31,26,4,43,0,3.0,128,878,878,448,448,0,0,43,26,11,10,10,,,,,,,,,
109,6,0,57,43,4,78,0,3.0,128,1564,1564,784,784,0,0,78,43,26,11,10,10,,,,,,,,
109,7,10,90,78,4,105,0,3.0,128,2112,2112,1062,1062,10,10,105,78,43,26,11,0,10,,,,,,,
109,8,11,157,105,4,128,0,3.0,128,3259,3259,1979,1979,21,21,128,105,78,43,26,0,0,10,,,,,,
109,9,26,236,128,4,128,0,3.0,128,4984,4984,3704,3704,47,47,128,128,105,78,43,0,0,0,10,,,,,
109,10,43,321,128,4,128,0,3.0,128,7062,7062,5782,5782,90,90,128,128,128,105,78,0,0,0,0,10,,,,
109,11,78,371,128,4,128,0,3.0,128,8663,8663,7383,7383,168,168,128,128,128,128,105,0,0,0,0,0,10,,,
109,12,105,394,128,4,128,0,3.0,128,9440,9440,8160,8160,273,273,128,128,128,128,128,0,0,0,0,0,0,10,,
109,13,128,394,128,4,128,0,3.0,128,9440,9440,8160,8160,400,401,128,128,128,128,128,0,0,0,0,0,0,0,10,
110,1,0,0,0,13,10,0,13.0,129,200,200,100,100,0,0,10,,,,,,,,,,,,,
110,2,0,0,10,4,10,0,4.0,129,200,200,100,100,0,0,10,10,,,,,,,,,,,,
110,3,0,10,10,4,11,0,3.0,129,237,237,127,127,0,0,11,10,10,,,,,,,,,,,
110,4,0,20,11,4,26,0,3.0,129,537,537,277,277,0,0,26,11,10,10,,,,,,,,,,
110,5,0,31,26,4,43,0,3.0,129,878,878,448,448,0,0,43,26,11,10,10,,,,,,,,,
110,6,0,57,43,4,78,0,3.0,129,1564,1564,784,784,0,0,78,43,26,11,10,10,,,,,,,,
110,7,10,90,78,4,105,0,3.0,129,2112,2112,1062,1062,10,10,105,78,43,26,11,0,10,,,,,,,
110,8,11,157,105,4,129,0,3.0,129,3259,3259,1969,1969,21,21,129,105,78,43,26,0,0,10,,,,,,
110,9,26,236,129,4,129,0,3.0,129,4984,4984,3694,3694,47,47,129,129,105,78,43,0,0,0,10,,,,,
110,10,43,322,129,4,129,0,3.0,129,7065,7065,5775,5775,90,90,129,129,129,105,78,0,0,0,0,10,,,,
110,11,78,373,129,4,129,0,3.0,129,8696,8696,7406,7406,168,168,129,129,129,129,105,0,0,0,0,0,10,,,
110,12,105,397,129,4,129,0,3.0,129,9506,9506,8216,8216,273,273,129,129,129,129,129,0,0,0,0,0,0,10,,
110,13,129,397,129,4,129,0,3.0,129,9506,9506,8216,8216,401,402,129,129,129,129,129,0,0,0,0,0,0,0,10,
111,1,0,0,0,13,10,0,13.0,130,200,200,100,100,0,0,10,,,,,,,,,,,,,
111,2,0,0,10,4,10,0,4.0,130,200,200,100,100,0,0,10,10,,,,,,,,,,,,
111,3,0,10,10,4,11,0,3.0,130,237,237,127,127,0,0,11,10,10,,,,,,,,,,,
111,4,0,20,11,4,26,0,3.0,130,537,537,277,277,0,0,26,11,10,10,,,,,,,,,,
111,5,0,31,26,4,43,0,3.0,130,878,878,448,448,0,0,43,26,11,10,10,,,,,,,,,
111,6,0,57,43,4,78,0,3.0,130,1564,1564,784,784,0,0,78,43,26,11,10,10,,,,,,,,
111,7,10,90,78,4,105,0,3.0,130,2112,2112,1062,1062,10,10,105,78,43,26,11,0,10,,,,,,,
111,8,11,157,105,4,130,0,3.0,130,3259,3259,1959,1959,21,21,130,105,78,43,26,0,0,10,,,,,,
111,9,26,236,130,4,130,0,3.0,130,4984,4984,3684,3684,47,47,130,130,105,78,43,0,0,0,10,,,,,
111,10,43,323,130,4,130,0,3.0,130,7069,7069,5769,5769,90,90,130,130,130,105,78,0,0,0,0,10,,,,
111,11,78,375,130,4,130,0,3.0,130,8730,8730,7430,7430,168,168,130,130,130,130,105,0,0,0,0,0,10,,,
111,12,105,400,130,4,130,0,3.0,130,9574,9574,8274,8274,273,273,130,130,130,130,130,0,0,0,0,0,0,10,,
111,13,130,400,130,4,130,0,3.0,130,9574,9574,8274,8274,402,403,130,130,130,130,130,0,0,0,0,0,0,0,10,
112,1,0,0,0,14,10,0,14.0,131,200,200,100,100,0,0,10,,,,,,,,,,,,,
112,2,0,0,10,4,10,0,4.0,131,200,200,100,100,0,0,10,10,,,,,,,,,,,,
112,3,0,10,10,4,11,0,3.0,131,237,237,127,127,0,0,11,10,10,,,,,,,,,,,
112,4,0,20,11,4,26,0,3.0,131,537,537,277,277,0,0,26,11,10,10,,,,,,,,,,
112,5,0,31,26,4,43,0,3.0,131,878,878,448,448,0,0,43,26,11,10,10,,,,,,,,,
112,6,0,57,43,4,78,0,3.0,131,1564,1564,784,784,0,0,78,43,26,11,10,10,,,,,,,,
112,7,10,90,78,4,105,0,3.0,131,2112,2112,1062,1062,10,10,105,78,43,26,11,0,10,,,,,,,
112,8,11,157,105,4,131,0,3.0,131,3259,3259,1949,1949,21,21,131,105,78,43,26,0,0,10,,,,,,
112,9,26,236,131,4,131,0,3.0,131,4984,4984,3674,3674,47,47,131,131,105,78,43,0,0,0,10,,,,,
112,10,43,324,131,4,131,0,3.0,131,7073,7073,5763,5763,90,90,131,131,131,105,78,0,0,0,0,10,,,,
112,11,78,377,131,4,131,0,3.0,131,8764,8764,7454,7454,168,168,131,131,131,131,105,0,0,0,0,0,10,,,
112,12,105,403,131,4,131,0,3.0,131,9642,9642,8332,8332,273,273,131,131,131,131,131,0,0,0,0,0,0,10,,
112,13,131,403,131,4,131,0,3.0,131,9642,9642,8332,8332,403,404,131,131,131,131,131,0,0,0,0,0,0,0,10,
113,1,0,0,0,14,10,0,14.0,132,200,200,100,100,0,0,10,,,,,,,,,,,,,
113,2,0,0,10,4,10,0,4.0,132,200,200,100,100,0,0,10,10,,,,,,,,,,,,
113,3,0,10,10,4,11,0,3.0,132,237,237,127,127,0,0,11,10,10,,,,,,,,,,,
113,4,0,20,11,4,26,0,3.0,132,537,537,277,277,0,0,26,11,10,10,,,,,,,,,,
113,5,0,31,26,4,43,0,3.0,132,878,878,448,448,0,0,43,26,11,10,10,,,,,,,,,
113,6,0,57,43,4,78,0,3.0,132,1564,1564,784,784,0,0,78,43,26,11,10,10,,,,,,,,
113,7,10,90,78,4,105,0,3.0,132,2112,2112,1062,1062,10,10,105,78,43,26,11,0,10,,,,,,,
113,8,11,157,105,4,132,0,3.0,132,3259,3259,1939,1939,21,21,132,105,78,43,26,0,0,10,,,,,,
113,9,26,236,132,4,132,0,3.0,132,4984,4984,3664,3664,47,47,132,132,105,78,43,0,0,0,10,,,,,
113,10,43,325,132,4,132,0,3.0,132,7077,7077,5757,5757,90,90,132,132,132,105,78,0,0,0,0,10,,,,
113,11,78,379,132,4,132,0,3.0,132,8798,8798,7478,7478,168,168,132,132,132,132,105,0,0,0,0,0,10,,,
113,12,105,406,132,4,132,0,3.0,132,9710,9710,8390,8390,273,273,132,132,132,132,132,0,0,0,0,0,0,10,,
113,13,132,406,132,4,132,0,3.0,132,9710,9710,8390,8390,404,405,132,132,132,132,132,0,0,0,0,0,0,0,10,
114,1,0,0,0,14,10,0,14.0,133,200,200,100,100,0,0,10,,,,,,,,,,,,,
114,2,0,0,10,4,10,0,4.0,133,200,200,100,100,0,0,10,10,,,,,,,,,,,,
114,3,0,10,10,4,11,0,3.0,133,237,237,127,127,0,0,11,10,10,,,,,,,,,,,
114,4,0,20,11,4,26,0,3.0,133,537,537,277,277,0,0,26,11,10,10,,,,,,,,,,
114,5,0,31,26,4,43,0,3.0,133,878,878,448,448,0,0,43,26,11,10,10,,,,,,,,,
114,6,0,57,43,4,78,0,3.0,133,1564,1564,784,784,0,0,78,43,26,11,10,10,,,,,,,,
114,7,10,90,78,4,105,0,3.0,133,2112,2112,1062,1062,10,10,105,78,43,26,11,0,10,,,,,,,
114,8,11,157,105,4,133,0,3.0,133,3259,3259,1929,1929,21,21,133,105,78,43,26,0,0,10,,,,,,
114,9,26,236,133,4,133,0,3.0,133,4984,4984,3654,3654,47,47,133,133,105,78,43,0,0,0,10,,,,,
114,10,43,326,133,4,133,0,3.0,133,7080,7080,5750,5750,90,90,133,133,133,105,78,0,0,0,0,10,,,,
114,11,78,381,133,4,133,0,3.0,133,8831,8831,7501,7501,168,168,133,133,133,133,105,0,0,0,0,0,10,,,
114,12,105,409,133,4,133,0,3.0,133,9776,9776,8446,8446,273,273,133,133,133,133,133,0,0,0,0,0,0,10,,
114,13,133,409,133,4,133,0,3.0,133,9776,9776,8446,8446,405,406,133,133,133,133,133,0,0,0,0,0,0,0,10,
115,1,0,0,0,14,10,0,14.0,134,200,200,100,100,0,0,10,,,,,,,,,,,,,
115,2,0,0,10,4,10,0,4.0,134,200,200,100,100,0,0,10,10,,,,,,,,,,,,
115,3,0,10,10,4,11,0,3.0,134,237,237,127,127,0,0,11,10,10,,,,,,,,,,,
115,4,0,20,11,4,26,0,3.0,134,537,537,277,277,0,0,26,11,10,10,,,,,,,,,,
115,5,0,31,26,4,43,0,3.0,134,878,878,448,448,0,0,43,26,11,10,10,,,,,,,,,
115,6,0,57,43,4,78,0,3.0,134,1564,1564,784,784,0,0,78,43,26,11,10,10,,,,,,,,
115,7,10,90,78,4,105,0,3.0,134,2112,2112,1062,1062,10,10,105,78,43,26,11,0,10,,,,,,,
115,8,11,157,105,4,134,0,3.0,134,3259,3259,1919,1919,21,21,134,105,78,43,26,0,0,10,,,,,,
115,9,26,236,134,4,134,0,3.0,134,4984,4984,3644,3644,47,47,134,134,105,78,43,0,0,0,10,,,,,
115,10,43,327,134,4,134,0,3.0,134,7084,7084,5744,5744,90,90,134,134,134,105,78,0,0,0,0,10,,,,
115,11,78,383,134,4,134,0,3.0,134,8865,8865,7525,7525,168,168,134,134,134,134,105,0,0,0,0,0,10,,,
115,12,105,412,134,4,134,0,3.0,134,9844,9844,8504,8504,273,273,134,134,134,134,134,0,0,0,0,0,0,10,,
115,13,134,412,134,4,134,0,3.0,134,9844,9844,8504,8504,406,407,134,134,134,134,134,0,0,0,0,0,0,0,10,
116,1,0,0,0,14,10,0,14.0,135,200,200,100,100,0,0,10,,,,,,,,,,,,,
116,2,0,0,10,4,10,0,4.0,135,200,200,100,100,0,0,10,10,,,,,,,,,,,,
116,3,0,10,10,4,11,0,3.0,135,237,237,127,127,0,0,11,10,10,,,,,,,,,,,
116,4,0,20,11,4,26,0,3.0,135,537,537,277,277,0,0,26,11,10,10,,,,,,,,,,
116,5,0,31,26,4,43,0,3.0,135,878,878,448,448,0,0,43,26,11,10,10,,,,,,,,,
116,6,0,57,43,4,78,0,3.0,135,1564,1564,784,784,0,0,78,43,26,11,10,10,,,,,,,,
116,7,10,90,78,4,105,0,3.0,135,2112,2112,1062,1062,10,10,105,78,43,26,11,0,10,,,,,,,
116,8,11,157,105,4,135,0,3.0,135,3259,3259,1909,1909,21,21,135,105,78,43,26,0,0,10,,,,,,
116,9,26,236,135,4,135,0,3.0,135,4984,4984,3634,3634,47,47,135,135,105,78,43,0,0,0,10,,,,,
116,10,43,328,135,4,135,0,3.0,135,7088,7088,5738,5738,90,90,135,135,135,105,78,0,0,0,0,10,,,,
116,11,78,385,135,4,135,0,3.0,135,8899,8899,7549,7549,168,168,135,135,135,135,105,0,0,0,0,0,10,,,
116,12,105,415,135,4,135,0,3.0,135,9912,9912,8562,8562,273,273,135,135,135,135,135,0,0,0,0,0,0,10,,
116,13,135,415,135,4,135,0,3.0,135,9912,9912,8562,8562,407,408,135,135,135,135,135,0,0,0,0,0,0,0,10,
117,1,0,0,0,14,10,0,14.0,136,200,200,100,100,0,0,10,,,,,,,,,,,,,
117,2,0,0,10,4,10,0,4.0,136,200,200,100,100,0,0,10,10,,,,,,,,,,,,
117,3,0,10,10,4,11,0,3.0,136,237,237,127,127,0,0,11,10,10,,,,,,,,,,,
117,4,0,20,11,4,26,0,3.0,136,537,537,277,277,0,0,26,11,10,10,,,,,,,,,,
117,5,0,31,26,4,43,0,3.0,136,878,878,448,448,0,0,43,26,11,10,10,,,,,,,,,
117,6,0,57,43,4,78,0,3.0,136,1564,1564,784,784,0,0,78,43,26,11,10,10,,,,,,,,
117,7,10,90,78,4,105,0,3.0,136,2112,2112,1062,1062,10,10,105,78,43,26,11,0,10,,,,,,,
117,8,11,157,105,4,136,0,3.0,136,3259,3259,1899,1899,21,21,136,105,78,43,26,0,0,10,,,,,,
117,9,26,236,136,4,136,0,3.0,136,4984,4984,3624,3624,47,47,136,136,105,78,43,0,0,0,10,,,,,
117,10,43,329,136,4,136,0,3.0,136,7092,7092,5732,5732,90,90,136,136,136,105,78,0,0,0,0,10,,,,
117,11,78,387,136,4,136,0,3.0,136,8933,8933,7573,7573,168,168,136,136,136,136,105,0,0,0,0,0,10,,,
117,12,105,418,136,4,136,0,3.0,136,9980,9980,8620,8620,273,273,136,136,136,136,136,0,0,0,0,0,0,10,,
117,13,136,418,136,4,136,0,3.0,136,9980,9980,8620,8620,408,409,136,136,136,136,136,0,0,0,0,0,0,0,10,
118,1,0,0,0,14,10,0,14.0,137,200,200,100,100,0,0,10,,,,,,,,,,,,,
118,2,0,0,10,4,10,0,4.0,137,200,200,100,100,0,0,10,10,,,,,,,,,,,,
118,3,0,10,10,4,11,0,3.0,137,237,237,127,127,0,0,11,10,10,,,,,,,,,,,
118,4,0,20,11,4,26,0,3.0,137,537,537,277,277,0,0,26,11,10,10,,,,,,,,,,
118,5,0,31,26,4,43,0,3.0,137,878,878,448,448,0,0,43,26,11,10,10,,,,,,,,,
118,6,0,57,43,4,78,0,3.0,137,1564,1564,784,784,0,0,78,43,26,11,10,10,,,,,,,,
118,7,10,90,78,4,105,0,3.0,137,2112,2112,1062,1062,10,10,105,78,43,26,11,0,10,,,,,,,
118,8,11,157,105,4,137,0,3.0,137,3259,3259,1889,1889,21,21,137,105,78,43,26,0,0,10,,,,,,
118,9,26,236,137,4,137,0,3.0,137,4984,4984,3614,3614,47,47,137,137,105,78,43,0,0,0,10,,,,,
118,10,43,330,137,4,137,0,3.0,137,7095,7095,5725,5725,90,90,137,137,137,105,78,0,0,0,0,10,,,,
118,11,78,389,137,4,137,0,3.0,137,8966,8966,7596,7596,168,168,137,137,137,137,105,0,0,0,0,0,10,,,
118,12,105,421,137,4,137,0,3.0,137,10046,10046,8676,8676,273,273,137,137,137,137,137,0,0,0,0,0,0,10,,
118,13,137,421,137,4,137,0,3.0,137,10046,10046,8676,8676,409,410,137,137,137,137,137,0,0,0,0,0,0,0,10,
119,1,0,0,0,14,10,0,14.0,138,200,200,100,100,0,0,10,,,,,,,,,,,,,
119,2,0,0,10,4,10,0,4.0,138,200,200,100,100,0,0,10,10,,,,,,,,,,,,
119,3,0,10,10,4,11,0,3.0,138,237,237,127,127,0,0,11,10,10,,,,,,,,,,,
119,4,0,20,11,4,26,0,3.0,138,537,537,277,277,0,0,26,11,10,10,,,,,,,,,,
119,5,0,31,26,4,43,0,3.0,138,878,878,448,448,0,0,43,26,11,10,10,,,,,,,,,
119,6,0,57,43,4,78,0,3.0,138,1564,1564,784,784,0,0,78,43,26,11,10,10,,,,,,,,
119,7,10,90,78,4,105,0,3.0,138,2112,2112,1062,1062,10,10,105,78,43,26,11,0,10,,,,,,,
119,8,11,157,105,4,138,0,3.0,138,3259,3259,1879,1879,21,21,138,105,78,43,26,0,0,10,,,,,,
119,9,26,236,138,4,138,0,3.0,138,4984,4984,3604,3604,47,47,138,138,105,78,43,0,0,0,10,,,,,
119,10,43,331,138,4,138,0,3.0,138,7099,7099,5719,5719,90,90,138,138,138,105,78,0,0,0,0,10,,,,
119,11,78,391,138,4,138,0,3.0,138,9000,9000,7620,7620,168,168,138,138,138,138,105,0,0,0,0,0,10,,,
119,12,105,424,138,4,138,0,3.0,138,10114,10114,8734,8734,273,273,138,138,138,138,138,0,0,0,0,0,0,10,,
119,13,138,424,138,4,138,0,3.0,138,10114,10114,8734,8734,410,411,138,138,138,138,138,0,0,0,0,0,0,0,10,
120,1,0,0,0,14,10,0,14.0,139,200,200,100,100,0,0,10,,,,,,,,,,,,,
120,2,0,0,10,4,10,0,4.0,139,200,200,100,100,0,0,10,10,,,,,,,,,,,,
120,3,0,10,10,4,11,0,3.0,139,237,237,127,127,0,0,11,10,10,,,,,,,,,,,
120,4,0,20,11,4,26,0,3.0,139,537,537,277,277,0,0,26,11,10,10,,,,,,,,,,
120,5,0,31,26,4,43,0,3.0,139,878,878,448,448,0,0,43,26,11,10,10,,,,,,,,,
120,6,0,57,43,4,78,0,3.0,139,1564,1564,784,784,0,0,78,43,26,11,10,10,,,,,,,,
120,7,10,90,78,4,105,0,3.0,139,2112,2112,1062,1062,10,10,105,78,43,26,11,0,10,,,,,,,
120,8,11,157,105,4,139,0,3.0,139,3259,3259,1869,1869,21,21,139,105,78,43,26,0,0,10,,,,,,
120,9,26,236,139,4,139,0,3.0,139,4984,4984,3594,3594,47,47,139,139,105,78,43,0,0,0,10,,,,,
120,10,43,332,139,4,139,0,3.0,139,7103,7103,5713,5713,90,90,139,139,139,105,78,0,0,0,0,10,,,,
120,11,78,393,139,4,139,0,3.0,139,9034,9034,7644,7644,168,168,139,139,139,139,105,0,0,0,0,0,10,,,
120,12,105,427,139,4,139,0,3.0,139,10182,10182,8792,8792,273,273,139,139,139,139,139,0,0,0,0,0,0,10,,
120,13,139,427,139,4,139,0,3.0,139,10182,10182,8792,8792,411,412,139,139,139,139,139,0,0,0,0,0,0,0,10,
121,1,0,0,0,14,10,0,14.0,140,200,200,100,100,0,0,10,,,,,,,,,,,,,
121,2,0,0,10,4,10,0,4.0,140,200,200,100,100,0,0,10,10,,,,,,,,,,,,
121,3,0,10,10,4,11,0,3.0,140,237,237,127,127,0,0,11,10,10,,,,,,,,,,,
121,4,0,20,11,4,26,0,3.0,140,537,537,277,277,0,0,26,11,10,10,,,,,,,,,,
121,5,0,31,26,4,43,0,3.0,140,878,878,448,448,0,0,43,26,11,10,10,,,,,,,,,
121,6,0,57,43,4,78,0,3.0,140,1564,1564,784,784,0,0,78,43,26,11,10,10,,,,,,,,
121,7,10,90,78,4,105,0,3.0,140,2112,2112,1062,1062,10,10,105,78,43,26,11,0,10,,,,,,,
121,8,11,157,105,4,140,0,3.0,140,3259,3259,1859,1859,21,21,140,105,78,43,26,0,0,10,,,,,,
121,9,26,236,140,4,140,0,3.0,140,4984,4984,3584,3584,47,47,140,140,105,78,43,0,0,0,10,,,,,
121,10,43,333,140,4,140,0,3.0,140,7107,7107,5707,5707,90,90,140,140,140,105,78,0,0,0,0,10,,,,
121,11,78,395,140,4,140,0,3.0,140,9068,9068,7668,7668,168,168,140,140,140,140,105,0,0,0,0,0,10,,,
121,12,105,430,140,4,140,0,3.0,140,10250,10250,8850,8850,273,273,140,140,140,140,140,0,0,0,0,0,0,10,,
121,13,140,430,140,4,140,0,3.0,140,10250,10250,8850,8850,412,413,140,140,140,140,140,0,0,0,0,0,0,0,10,
122,1,0,0,0,14,10,0,14.0,141,200,200,100,100,0,0,10,,,,,,,,,,,,,
122,2,0,0,10,4,10,0,4.0,141,200,200,100,100,0,0,10,10,,,,,,,,,,,,
122,3,0,10,10,4,11,0,3.0,141,237,237,127,127,0,0,11,10,10,,,,,,,,,,,
122,4,0,20,11,4,26,0,3.0,141,537,537,277,277,0,0,26,11,10,10,,,,,,,,,,
122,5,0,31,26,4,43,0,3.0,141,878,878,448,448,0,0,43,26,11,10,10,,,,,,,,,
122,6,0,57,43,4,78,0,3.0,141,1564,1564,784,784,0,0,78,43,26,11,10,10,,,,,,,,
122,7,10,90,78,4,105,0,3.0,141,2112,2112,1062,1062,10,10,105,78,43,26,11,0,10,,,,,,,
122,8,11,157,105,4,141,0,3.0,141,3259,3259,1849,1849,21,21,141,105,78,43,26,0,0,10,,,,,,
122,9,26,236,141,4,141,0,3.0,141,4984,4984,3574,3574,47,47,141,141,105,78,43,0,0,0,10,,,,,
122,10,43,334,141,4,141,0,3.0,141,7110,7110,5700,5700,90,90,141,141,141,105,78,0,0,0,0,10,,,,
122,11,78,397,141,4,141,0,3.0,141,9101,9101,7691,7691,168,168,141,141,141,141,105,0,0,0,0,0,10,,,
122,12,105,433,141,4,141,0,3.0,141,10316,10316,8906,8906,273,273,141,141,141,141,141,0,0,0,0,0,0,10,,
122,13,141,433,141,4,141,0,3.0,141,10316,10316,8906,8906,413,414,141,141,141,141,141,0,0,0,0,0,0,0,10,
123,1,0,0,0,14,10,0,14.0,142,200,200,100,100,0,0,10,,,,,,,,,,,,,
123,2,0,0,10,5,10,0,5.0,142,200,200,100,100,0,0,10,10,,,,,,,,,,,,
